facility_key,service_name,state,provider_type,size,overall_stars,outcome_composite,predicted_outcome,residual,rating_classification,is_statistical_outlier,quality_measures_stars,compliance_stars,persistent_food_failure,high_compliance_dignity_gap,adequately_staffed_poor_outcomes,understaffed_good_outcomes,five_star_low_qm,is_hidden_champion
Dellacourt | Lutheran Aged Care Albury,Dellacourt,NSW,Not for Profit,Large,3.0,-0.3090630209206344,-0.1719882124381784,-0.137074808482456,Aligned,False,3.0,5.0,False,False,False,False,False,False
BaptistCare Maranoa Centre - Alstonville | BaptistCare,BaptistCare Maranoa Centre - Alstonville,NSW,Not for Profit,Medium,3.0,0.28744110347643265,-0.1719882124381784,0.45942931591461106,Aligned,False,3.0,5.0,False,False,False,False,False,True
Uniting Autumn Lodge Butler Street | The Uniting Church in Australia Property Trust (NSW),Uniting Autumn Lodge Butler Street,NSW,Not for Profit,Medium,4.0,0.24398235914713876,0.0435760823187199,0.20040627682841886,Aligned,False,4.0,5.0,False,False,False,False,False,False
Macquarie Lodge Aged Care Plus Centre | The Salvation Army (NSW) Property Trust,Macquarie Lodge Aged Care Plus Centre,NSW,Not for Profit,Large,3.0,-0.3487872603839976,-0.1719882124381784,-0.1767990479458192,Aligned,False,2.0,5.0,False,True,True,False,False,False
Crowley Retirement Village | The Trustees of the Roman Catholic Church for the Diocese of Lismore,Crowley Retirement Village,NSW,Not for Profit,Medium,3.0,0.4010643233699929,-0.1719882124381784,0.5730525358081713,Potentially under-rated,False,3.0,5.0,False,False,False,False,False,True
Crowley Retirement Village | The Trustees of the Roman Catholic Church for the Diocese of Lismore,Crowley Retirement Village,NSW,Not for Profit,Medium,3.0,0.4010643233699929,-0.1719882124381784,0.5730525358081713,Potentially under-rated,False,3.0,5.0,False,False,False,False,False,True
Murray Haven Hostel | Murray Haven Homes Limited,Murray Haven Hostel,NSW,Not for Profit,Small,4.0,-0.08912542204191964,0.0435760823187199,-0.13270150436063954,Aligned,False,3.0,5.0,False,False,False,False,False,False
Richardson House | Barraba and District Retirement Homes Association Incorporated,Richardson House,NSW,Not for Profit,Small,5.0,0.31088003235556777,0.2591403770756181,0.05173965527994967,Aligned,False,4.0,5.0,False,False,False,False,False,False
Weeroona Aged Care Plus Centre | The Salvation Army (NSW) Property Trust,Weeroona Aged Care Plus Centre,NSW,Not for Profit,Large,4.0,-0.24658930967696854,0.0435760823187199,-0.29016539199568847,Aligned,False,2.0,5.0,False,False,True,False,False,False
Uniting Nareen Gardens Bateau Bay | The Uniting Church in Australia Property Trust (NSW),Uniting Nareen Gardens Bateau Bay,NSW,Not for Profit,Large,4.0,0.2245991141890975,0.0435760823187199,0.1810230318703776,Aligned,False,3.0,5.0,False,False,False,False,False,False
Southern Cross Care Reynolds Court Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care Reynolds Court Residential Aged Care,NSW,Not for Profit,Medium,4.0,0.06940094622305391,0.0435760823187199,0.025824863904334014,Aligned,False,4.0,5.0,False,False,False,False,False,False
Bupa Bateau Bay | Bupa Aged Care Australia Pty Ltd,Bupa Bateau Bay,NSW,Private for Profit,Medium,3.0,-0.3825848559382476,-0.1719882124381784,-0.21059664350006918,Aligned,False,2.0,5.0,False,False,False,False,False,False
RFBI Bellingen Masonic Village - JJ | Royal Freemasons' Benevolent Institution,RFBI Bellingen Masonic Village - JJ,NSW,Not for Profit,Small,3.0,-0.6345994148927616,-0.1719882124381784,-0.4626112024545832,Potentially over-rated,False,1.0,5.0,False,False,False,False,False,False
Uniting Narla Belmont North | The Uniting Church in Australia Property Trust (NSW),Uniting Narla Belmont North,NSW,Not for Profit,Medium,4.0,0.09184516228138023,0.0435760823187199,0.04826907996266033,Aligned,False,3.0,5.0,True,False,False,False,False,False
St Elizabeth Home | ST. ELIZABETH HOME,St Elizabeth Home,NSW,Not for Profit,Medium,4.0,-0.5451911470335244,0.0435760823187199,-0.5887672293522443,Potentially over-rated,False,2.0,5.0,False,False,True,False,False,False
Byron Aged Care | St Andrew's Village Ballina Limited,Byron Aged Care,NSW,Not for Profit,Small,4.0,-0.7242250388098376,0.0435760823187199,-0.7678011211285575,Potentially over-rated,False,2.0,4.0,False,False,True,False,False,False
Paling Court Residential Aged Care | Carrington Centennial Care Limited,Paling Court Residential Aged Care,NSW,Not for Profit,Large,4.0,-0.28363106047515974,0.0435760823187199,-0.32720714279387964,Aligned,False,3.0,5.0,False,False,False,False,False,False
IBIS Care Miranda | IBIS (No 2) Pty Ltd,IBIS Care Miranda,NSW,Private for Profit,Medium,5.0,0.47848300763800555,0.2591403770756181,0.21934263056238745,Aligned,False,5.0,5.0,False,False,False,False,False,False
Southern Cross Care St Michael's Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care St Michael's Residential Aged Care,NSW,Not for Profit,Medium,4.0,0.2786355362896624,0.0435760823187199,0.23505945397094252,Aligned,False,3.0,4.0,False,False,False,False,False,False
Anglicare Farrer Brown Court | Anglican Community Services,Anglicare Farrer Brown Court,NSW,Not for Profit,Large,4.0,0.04034221420062839,0.0435760823187199,-0.0032338681180915096,Aligned,False,3.0,5.0,False,False,False,False,False,False
Anglicare Warrina Residential Care | Anglican Community Services,Anglicare Warrina Residential Care,NSW,Not for Profit,Large,4.0,0.48468527909558895,0.0435760823187199,0.44110919677686905,Aligned,False,4.0,5.0,False,True,False,False,False,False
Anglicare Brian King Gardens | Anglican Community Services,Anglicare Brian King Gardens,NSW,Not for Profit,Large,4.0,0.271972932283341,0.0435760823187199,0.22839684996462112,Aligned,False,3.0,4.0,False,False,False,False,False,False
Cooinda Aged Care | COOINDA COONABARABRAN LIMITED,Cooinda Aged Care,NSW,Not for Profit,Medium,4.0,0.419474581090693,0.0435760823187199,0.3758984987719731,Aligned,False,3.0,5.0,False,False,False,False,False,False
Southern Cross Care Cootamundra Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care Cootamundra Residential Aged Care,NSW,Not for Profit,Small,4.0,0.2966600313271163,0.0435760823187199,0.2530839490083964,Aligned,False,4.0,5.0,False,True,False,False,False,False
BaptistCare Mid Richmond Centre - Coraki | BaptistCare,BaptistCare Mid Richmond Centre - Coraki,NSW,Not for Profit,Small,4.0,-0.18238059497101985,0.0435760823187199,-0.22595667728973975,Aligned,False,3.0,5.0,False,False,False,False,False,False
Southern Cross Care Karinya Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care Karinya Residential Aged Care,NSW,Not for Profit,Medium,4.0,-0.19680712912905848,0.0435760823187199,-0.24038321144777838,Aligned,False,3.0,5.0,False,False,False,False,False,False
Illawarra Diggers | Illawarra Diggers Aged and Community Care Limited,Illawarra Diggers,NSW,Not for Profit,Medium,3.0,-0.11992665380479643,-0.1719882124381784,0.05206155863338198,Aligned,False,3.0,5.0,False,False,False,False,False,False
Southern Cross Care Orana Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care Orana Residential Aged Care,NSW,Not for Profit,Small,5.0,0.5516437661243846,0.2591403770756181,0.2925033890487665,Aligned,False,5.0,5.0,False,False,False,False,False,False
Merton Court Hostel | Merton Living Limited,Merton Court Hostel,NSW,Not for Profit,Small,5.0,-0.3864708148779923,0.2591403770756181,-0.6456111919536104,Potentially over-rated,False,3.0,5.0,False,False,False,False,False,False
Maybanke Aged Care Plus Centre | The Salvation Army (NSW) Property Trust,Maybanke Aged Care Plus Centre,NSW,Not for Profit,Small,4.0,0.45791198178176956,0.0435760823187199,0.41433589946304966,Aligned,False,5.0,5.0,False,False,False,True,False,False
BaptistCare Cooinda Court | BaptistCare,BaptistCare Cooinda Court,NSW,Not for Profit,Medium,4.0,0.34722864977074314,0.0435760823187199,0.30365256745202324,Aligned,False,4.0,5.0,False,False,False,False,False,False
Catholic Healthcare Jemalong Residential Village | Catholic Healthcare Limited,Catholic Healthcare Jemalong Residential Village,NSW,Not for Profit,Medium,4.0,0.1101509993786947,0.0435760823187199,0.0665749170599748,Aligned,False,3.0,5.0,False,False,False,False,False,False
Alexander Campbell House | The Churches of Christ Property Trust,Alexander Campbell House,NSW,Not for Profit,Small,4.0,0.6870152441816127,0.0435760823187199,0.6434391618628928,Potentially under-rated,False,5.0,5.0,False,False,False,False,False,False
Harden Grange | APOLLO CARE OPERATIONS PTY LIMITED,Harden Grange,NSW,Private for Profit,Small,4.0,-0.2038825953447705,0.0435760823187199,-0.2474586776634904,Aligned,False,1.0,5.0,False,False,True,False,False,False
Uniting Caroona Jarman Goonellabah | The Uniting Church in Australia Property Trust (NSW),Uniting Caroona Jarman Goonellabah,NSW,Not for Profit,Medium,4.0,-0.2498342107460038,0.0435760823187199,-0.29341029306472366,Aligned,False,2.0,5.0,False,False,True,False,False,False
Hunters Hill Village | Twilight House,Hunters Hill Village,NSW,Not for Profit,Small,4.0,0.6204701153810523,0.0435760823187199,0.5768940330623324,Potentially under-rated,False,5.0,5.0,False,False,False,False,False,False
Gill Waminda Aged Care Plus Centre | The Salvation Army (NSW) Property Trust,Gill Waminda Aged Care Plus Centre,NSW,Not for Profit,Medium,3.0,-0.7648509436120662,-0.1719882124381784,-0.5928627311738878,Potentially over-rated,False,1.0,5.0,False,False,False,False,False,False
Southern Cross Care St Catherine's Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care St Catherine's Residential Aged Care,NSW,Not for Profit,Medium,3.0,0.27489140272215046,-0.1719882124381784,0.44687961516032887,Aligned,False,3.0,4.0,False,False,False,False,False,True
The Pioneers Lodge | The Pioneers Lodge Limited,The Pioneers Lodge,NSW,Private for Profit,Medium,4.0,0.3260871084208676,0.0435760823187199,0.2825110261021477,Aligned,False,3.0,5.0,False,False,False,False,False,False
HammondCare Hammondville | HammondCare,HammondCare Hammondville,NSW,Not for Profit,Large,3.0,-1.0268985781651752,-0.1719882124381784,-0.8549103657269967,Potentially over-rated,False,1.0,4.0,False,False,True,False,False,False
Catholic Healthcare St Joseph Aged Care | Catholic Healthcare Limited,Catholic Healthcare St Joseph Aged Care,NSW,Not for Profit,Small,4.0,0.025411603730899013,0.0435760823187199,-0.018164478587820887,Aligned,False,4.0,5.0,False,False,False,False,False,False
Catholic Healthcare St Bedes Home | Catholic Healthcare Limited,Catholic Healthcare St Bedes Home,NSW,Not for Profit,Small,4.0,0.25927157725762284,0.0435760823187199,0.21569549493890294,Aligned,False,3.0,5.0,False,False,False,False,False,False
McLean Care Ltd | McLean Care Ltd,McLean Care Ltd,NSW,Not for Profit,Large,4.0,-0.39542577924478245,0.0435760823187199,-0.43900186156350235,Aligned,False,3.0,5.0,False,False,False,False,False,False
Vincent Court | APOLLO CARE OPERATIONS PTY LIMITED,Vincent Court,NSW,Private for Profit,Medium,4.0,0.01300470551603596,0.0435760823187199,-0.030571376802683937,Aligned,False,2.0,5.0,False,False,True,False,False,False
Blue Haven Bonaira | Fresh Fields Management (NSW) No 2 Pty Ltd,Blue Haven Bonaira,NSW,Private for Profit,Large,3.0,-0.3630976679476617,-0.1719882124381784,-0.19110945550948327,Aligned,False,2.0,4.0,False,False,False,False,False,False
Catholic Healthcare Bethlehem House | Catholic Healthcare Limited,Catholic Healthcare Bethlehem House,NSW,Not for Profit,Small,5.0,1.3133388952353109,0.2591403770756181,1.054198518159693,Potentially under-rated,False,5.0,5.0,False,False,False,False,False,False
Whiddon Kyogle | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Kyogle,NSW,Not for Profit,Medium,4.0,-0.027278962563295466,0.0435760823187199,-0.07085504488201537,Aligned,False,3.0,5.0,False,False,False,False,False,False
St Basil's Lakemba | St Basil's Homes,St Basil's Lakemba,NSW,Not for Profit,Large,4.0,-0.48521375805612604,0.0435760823187199,-0.5287898403748459,Potentially over-rated,False,1.0,5.0,False,False,True,False,False,False
Uniting Kamilaroi Lane Cove | The Uniting Church in Australia Property Trust (NSW),Uniting Kamilaroi Lane Cove,NSW,Not for Profit,Medium,4.0,-0.13419136610265076,0.0435760823187199,-0.17776744842137066,Aligned,False,3.0,5.0,False,False,False,False,False,False
Uniting Annesley Haberfield | The Uniting Church in Australia Property Trust (NSW),Uniting Annesley Haberfield,NSW,Not for Profit,Medium,4.0,0.7307154578275674,0.0435760823187199,0.6871393755088475,Potentially under-rated,False,4.0,5.0,False,True,False,False,False,False
Uniting The Marion Leichhardt | The Uniting Church in Australia Property Trust (NSW),Uniting The Marion Leichhardt,NSW,Not for Profit,Large,4.0,0.5850506249168294,0.0435760823187199,0.5414745425981095,Potentially under-rated,False,4.0,5.0,False,True,False,False,False,False
Whiddon Maclean | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Maclean,NSW,Not for Profit,Small,4.0,0.44719938410046717,0.0435760823187199,0.40362330178174727,Aligned,False,3.0,5.0,False,False,False,False,False,False
RFBI Benhome Masonic Village | Royal Freemasons' Benevolent Institution,RFBI Benhome Masonic Village,NSW,Not for Profit,Medium,5.0,0.45365309960705885,0.2591403770756181,0.19451272253144075,Aligned,False,4.0,5.0,False,False,False,False,False,False
Brother Alberts Home | Holy Family Services,Brother Alberts Home,NSW,Not for Profit,Large,5.0,0.5830198785142895,0.2591403770756181,0.3238795014386714,Aligned,False,4.0,5.0,False,False,False,False,False,False
Catholic Healthcare St James Villa | Catholic Healthcare Limited,Catholic Healthcare St James Villa,NSW,Not for Profit,Small,4.0,0.5673418697956526,0.0435760823187199,0.5237657874769327,Potentially under-rated,False,4.0,5.0,False,False,False,False,False,False
Uniting Irwin Hall Mayfield | The Uniting Church in Australia Property Trust (NSW),Uniting Irwin Hall Mayfield,NSW,Not for Profit,Small,4.0,0.14826083444608518,0.0435760823187199,0.10468475212736528,Aligned,False,3.0,5.0,False,False,False,False,False,False
Albert Moore Gardens | RSL LifeCare Limited,Albert Moore Gardens,NSW,Not for Profit,Small,4.0,0.39553348963545987,0.0435760823187199,0.35195740731673997,Aligned,False,4.0,5.0,False,False,False,False,False,False
Southern Cross Care John Woodward Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care John Woodward Residential Aged Care,NSW,Not for Profit,Large,4.0,0.5487822461555658,0.0435760823187199,0.5052061638368459,Potentially under-rated,False,4.0,5.0,False,False,False,False,False,False
Juliana Village | Juliana Village Association Ltd,Juliana Village,NSW,Not for Profit,Medium,4.0,0.08960065540539935,0.0435760823187199,0.046024573086679454,Aligned,False,3.0,5.0,False,False,False,False,False,False
Catholic Healthcare George Mockler Hostel | Catholic Healthcare Limited,Catholic Healthcare George Mockler Hostel,NSW,Not for Profit,Small,4.0,0.7832827727764498,0.0435760823187199,0.7397066904577299,Potentially under-rated,False,5.0,5.0,False,False,False,False,False,False
Uniting Osborne Nowra | The Uniting Church in Australia Property Trust (NSW),Uniting Osborne Nowra,NSW,Not for Profit,Large,4.0,-0.23363200455015817,0.0435760823187199,-0.2772080868688781,Aligned,False,3.0,5.0,False,False,False,False,False,False
Ascott Gardens | United Protestant Association of NSW Limited,Ascott Gardens,NSW,Not for Profit,Medium,4.0,-0.4863486392194913,0.0435760823187199,-0.5299247215382112,Potentially over-rated,False,2.0,5.0,False,False,True,False,False,False
Uniting Wontama Orange | The Uniting Church in Australia Property Trust (NSW),Uniting Wontama Orange,NSW,Not for Profit,Large,4.0,-0.04698568874024762,0.0435760823187199,-0.09056177105896751,Aligned,False,3.0,5.0,False,False,False,False,False,False
Melrose Lodge | United Protestant Association of NSW Limited,Melrose Lodge,NSW,Not for Profit,Medium,4.0,0.367271614799395,0.0435760823187199,0.3236955324806751,Aligned,False,4.0,5.0,False,False,False,False,False,False
Cherrybrook Christian Care Centre | Christian Community Services,Cherrybrook Christian Care Centre,NSW,Not for Profit,Large,3.0,-0.17659862697271636,-0.1719882124381784,-0.004610414534537949,Aligned,False,2.0,5.0,False,False,True,False,False,False
Uniting Locke Haven Petersham | The Uniting Church in Australia Property Trust (NSW),Uniting Locke Haven Petersham,NSW,Not for Profit,Small,4.0,0.7930811645982129,0.0435760823187199,0.749505082279493,Potentially under-rated,False,5.0,5.0,False,False,False,False,False,False
Aubrey Downer Aged Care Home | Fresh Fields Aged Care (NSW) - No 1 Pty Ltd,Aubrey Downer Aged Care Home,NSW,Private for Profit,Small,4.0,-0.6576118027997849,0.0435760823187199,-0.7011878851185048,Potentially over-rated,False,3.0,5.0,False,True,False,False,False,False
BaptistCare George Forbes House | BaptistCare,BaptistCare George Forbes House,NSW,Not for Profit,Medium,4.0,0.15633471081642422,0.0435760823187199,0.11275862849770432,Aligned,False,3.0,5.0,False,False,False,False,False,False
Catholic Healthcare Holy Spirit Aged Care | Catholic Healthcare Limited,Catholic Healthcare Holy Spirit Aged Care,NSW,Not for Profit,Small,4.0,0.3184144841415414,0.0435760823187199,0.2748384018228215,Aligned,False,3.0,5.0,False,False,False,False,False,False
Yallambee Village | Bankstown City Aged Care Ltd,Yallambee Village,NSW,Not for Profit,Large,3.0,-0.03502897477200372,-0.1719882124381784,0.13695923766617468,Aligned,False,2.0,5.0,False,False,True,False,False,False
Uniting Bruce Sharpe Rockdale | The Uniting Church in Australia Property Trust (NSW),Uniting Bruce Sharpe Rockdale,NSW,Not for Profit,Small,4.0,0.5383969028422594,0.0435760823187199,0.4948208205235395,Potentially under-rated,False,5.0,5.0,False,False,False,False,False,False
Our Lady Of Consolation Home | Our Lady of Consolation Aged Care & Services Limited,Our Lady Of Consolation Home,NSW,Not for Profit,Large,4.0,-0.11815108648390536,0.0435760823187199,-0.16172716880262528,Aligned,False,3.0,5.0,False,False,False,False,False,False
KOPWA Archbold House | KOPWA Limited,KOPWA Archbold House,NSW,Not for Profit,Medium,4.0,0.3817815066336698,0.0435760823187199,0.3382054243149499,Aligned,False,4.0,5.0,False,False,False,False,False,False
Uniting Thomas Bowden Ryde | The Uniting Church in Australia Property Trust (NSW),Uniting Thomas Bowden Ryde,NSW,Not for Profit,Small,5.0,0.44949679139486154,0.2591403770756181,0.19035641431924344,Aligned,False,4.0,5.0,False,False,False,False,False,False
Uniting Elizabeth Gates and Alroy House Singleton | The Uniting Church in Australia Property Trust (NSW),Uniting Elizabeth Gates and Alroy House Singleton,NSW,Not for Profit,Medium,4.0,0.4010463567125377,0.0435760823187199,0.3574702743938178,Aligned,False,4.0,5.0,False,False,False,False,False,False
Uniting Springwood | The Uniting Church in Australia Property Trust (NSW),Uniting Springwood,NSW,Not for Profit,Large,4.0,0.23087571772232837,0.0435760823187199,0.18729963540360847,Aligned,False,3.0,5.0,False,True,False,False,False,False
Frank And Jess Kennett Home | United Protestant Association of NSW Limited,Frank And Jess Kennett Home,NSW,Not for Profit,Small,4.0,-0.3417344212129312,0.0435760823187199,-0.3853105035316511,Aligned,False,3.0,5.0,False,False,False,False,False,False
IRT Thomas Holt Kirrawee | Illawarra Retirement Trust,IRT Thomas Holt Kirrawee,NSW,Not for Profit,Large,4.0,-0.3663037561523021,0.0435760823187199,-0.409879838471022,Aligned,False,1.0,5.0,False,False,True,False,False,False
James Milson Village North Sydney | North Sydney Retirement Trust,James Milson Village North Sydney,NSW,Not for Profit,Large,4.0,0.3678827194354574,0.0435760823187199,0.3243066371167375,Aligned,False,3.0,5.0,False,False,False,False,False,False
Catholic Healthcare Vincentian Aged Care Service | Catholic Healthcare Limited,Catholic Healthcare Vincentian Aged Care Service,NSW,Not for Profit,Small,5.0,0.48797400469023766,0.2591403770756181,0.22883362761461956,Aligned,False,5.0,5.0,False,False,False,False,False,False
Nazareth House Tamworth | Nazareth Care,Nazareth House Tamworth,NSW,Not for Profit,Medium,4.0,0.3962694635476822,0.0435760823187199,0.3526933812289623,Aligned,False,4.0,5.0,False,False,False,True,False,False
RFBI Tamworth Masonic Village | Royal Freemasons' Benevolent Institution,RFBI Tamworth Masonic Village,NSW,Not for Profit,Small,4.0,-0.4074330406778495,0.0435760823187199,-0.4510091229965694,Aligned,False,3.0,5.0,False,False,False,False,False,False
Uniting Taralga | The Uniting Church in Australia Property Trust (NSW),Uniting Taralga,NSW,Not for Profit,Small,4.0,-1.0394631150432787,0.0435760823187199,-1.0830391973619986,Potentially over-rated,False,2.0,5.0,False,False,True,False,False,False
Alkira Lodge | Bushland Health Group Limited,Alkira Lodge,NSW,Not for Profit,Medium,4.0,-0.018056133965529225,0.0435760823187199,-0.06163221628424913,Aligned,False,3.0,4.0,False,False,False,False,False,False
Whiddon Temora Greenstone | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Temora Greenstone,NSW,Not for Profit,Small,4.0,-0.8095903895268467,0.0435760823187199,-0.8531664718455666,Potentially over-rated,False,3.0,5.0,False,False,False,False,False,False
Agris Hutrof House | RSL LifeCare Limited,Agris Hutrof House,NSW,Not for Profit,Small,4.0,-0.09795785358662062,0.0435760823187199,-0.14153393590534052,Aligned,False,2.0,5.0,False,True,True,False,False,False
Constitution Hill Aged Care | Australian Unity Care Services Pty Ltd,Constitution Hill Aged Care,NSW,Private for Profit,Large,5.0,0.43031410555242805,0.2591403770756181,0.17117372847680995,Aligned,False,5.0,5.0,False,False,False,False,False,False
Catholic Healthcare Blakeney Lodge | Catholic Healthcare Limited,Catholic Healthcare Blakeney Lodge,NSW,Not for Profit,Small,5.0,0.1881239258271953,0.2591403770756181,-0.07101645124842279,Aligned,False,5.0,5.0,False,False,False,False,False,False
Southern Cross Care North Turramurra Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care North Turramurra Residential Aged Care,NSW,Not for Profit,Large,4.0,0.032731228275870404,0.0435760823187199,-0.010844854042849496,Aligned,False,3.0,5.0,False,False,False,False,False,False
Elizabeth Lodge Hostel | Seventh-day Adventist Aged Care (Greater Sydney) Ltd,Elizabeth Lodge Hostel,NSW,Private for Profit,Medium,4.0,0.19983535097286168,0.0435760823187199,0.15625926865414178,Aligned,False,3.0,4.0,False,False,False,False,False,False
Catholic Healthcare McQuoin Park | Catholic Healthcare Limited,Catholic Healthcare McQuoin Park,NSW,Not for Profit,Large,4.0,-0.08095442719502532,0.0435760823187199,-0.12453050951374522,Aligned,False,3.0,5.0,False,True,False,False,False,False
Warrigal Care Mt Warrigal | Warrigal Care Limited,Warrigal Care Mt Warrigal,NSW,Not for Profit,Small,4.0,-0.7073588603965448,0.0435760823187199,-0.7509349427152647,Potentially over-rated,False,3.0,4.0,False,False,False,False,False,False
Whiddon Wingham | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Wingham,NSW,Not for Profit,Small,4.0,0.07461103239216521,0.0435760823187199,0.03103495007344531,Aligned,False,3.0,5.0,False,True,False,False,False,False
Anglicare Woodberry Village | Anglican Community Services,Anglicare Woodberry Village,NSW,Not for Profit,Large,4.0,0.23036603611630566,0.0435760823187199,0.18678995379758576,Aligned,False,4.0,5.0,False,False,False,False,False,False
BaptistCare Bethshan Gardens Centre | BaptistCare,BaptistCare Bethshan Gardens Centre,NSW,Not for Profit,Large,4.0,-0.004795623376831375,0.0435760823187199,-0.04837170569555128,Aligned,False,3.0,5.0,False,False,False,False,False,False
Thomas Eccles Gardens | RSL LifeCare Limited,Thomas Eccles Gardens,NSW,Not for Profit,Medium,4.0,-0.6106651731878674,0.0435760823187199,-0.6542412555065873,Potentially over-rated,False,2.0,5.0,False,False,True,False,False,False
Southern Cross Care Young Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care Young Residential Aged Care,NSW,Not for Profit,Medium,3.0,0.39054261396037976,-0.1719882124381784,0.5625308263985582,Potentially under-rated,False,3.0,5.0,False,True,False,False,False,True
Uniting Wirreanda West Pennant Hills | The Uniting Church in Australia Property Trust (NSW),Uniting Wirreanda West Pennant Hills,NSW,Not for Profit,Small,4.0,0.13352248332922811,0.0435760823187199,0.08994640101050821,Aligned,False,3.0,5.0,False,False,False,False,False,False
Catholic Healthcare St Mary's Retirement Village | Catholic Healthcare Limited,Catholic Healthcare St Mary's Retirement Village,NSW,Not for Profit,Small,5.0,0.47896620723480615,0.2591403770756181,0.21982583015918805,Aligned,False,4.0,5.0,False,False,False,False,False,False
Catholic Healthcare St John's Villa | Catholic Healthcare Limited,Catholic Healthcare St John's Villa,NSW,Not for Profit,Small,4.0,0.02789135147052894,0.0435760823187199,-0.01568473084819096,Aligned,False,3.0,5.0,False,False,False,False,False,False
Woodlands Lodge | United Protestant Association of NSW Limited,Woodlands Lodge,NSW,Not for Profit,Medium,4.0,-0.03812532558198648,0.0435760823187199,-0.08170140790070637,Aligned,False,3.0,5.0,False,False,False,False,False,False
RFBI Lakemba Masonic Village | Royal Freemasons' Benevolent Institution,RFBI Lakemba Masonic Village,NSW,Not for Profit,Small,4.0,0.028158038565707394,0.0435760823187199,-0.015418043753012506,Aligned,False,4.0,4.0,False,False,False,False,False,False
Teloca House Hostel | RSL LifeCare Limited,Teloca House Hostel,NSW,Not for Profit,Small,4.0,0.2277915300254568,0.0435760823187199,0.1842154477067369,Aligned,False,4.0,5.0,False,False,False,True,False,False
Catholic Healthcare Coolamon Villa | Catholic Healthcare Limited,Catholic Healthcare Coolamon Villa,NSW,Not for Profit,Small,4.0,0.5209606561781294,0.0435760823187199,0.47738457385940947,Potentially under-rated,False,3.0,5.0,False,False,False,False,False,False
Glaica House | Great Lakes Aged & Invalid Care Association Ltd,Glaica House,NSW,Not for Profit,Large,4.0,0.4755786144889042,0.0435760823187199,0.4320025321701843,Aligned,False,4.0,5.0,False,False,False,True,False,False
Anglicare Lemongrove Gardens | Anglican Community Services,Anglicare Lemongrove Gardens,NSW,Not for Profit,Small,4.0,0.8058791646543598,0.0435760823187199,0.7623030823356399,Potentially under-rated,False,5.0,5.0,False,False,False,False,False,False
Haydays Retirement Hostel | HAY SENIOR CITIZENS ASSOCIATION INC,Haydays Retirement Hostel,NSW,Not for Profit,Small,4.0,-0.11170110339788662,0.0435760823187199,-0.15527718571660654,Aligned,False,4.0,5.0,False,False,False,False,False,False
Bilyara Hostel | Cowra Retirement Village Ltd,Bilyara Hostel,NSW,Not for Profit,Medium,4.0,-0.5822697133307378,0.0435760823187199,-0.6258457956494577,Potentially over-rated,False,3.0,5.0,False,False,False,False,False,False
Bracken House Dubbo | United Protestant Association of NSW Limited,Bracken House Dubbo,NSW,Not for Profit,Medium,5.0,-0.18015389157967365,0.2591403770756181,-0.43929426865529175,Aligned,False,3.0,5.0,False,False,False,False,False,False
Cooee Lodge | Gilgandra Council,Cooee Lodge,NSW,Government,Small,5.0,0.034244318380356076,0.2591403770756181,-0.22489605869526202,Aligned,False,5.0,4.0,False,False,False,False,False,False
St Agnes Site | St Agnes' Care & Lifestyle,St Agnes Site,NSW,Not for Profit,Large,4.0,0.04573310012278253,0.0435760823187199,0.002157017804062633,Aligned,False,3.0,5.0,True,False,False,False,False,False
Whiddon Narrabri Robert Young | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Narrabri Robert Young,NSW,Not for Profit,Small,4.0,-0.03571469270995838,0.0435760823187199,-0.07929077502867829,Aligned,False,3.0,5.0,False,False,False,False,False,False
Whiddon Belmont | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Belmont,NSW,Not for Profit,Small,4.0,0.10041100902170336,0.0435760823187199,0.05683492670298346,Aligned,False,3.0,5.0,False,False,False,False,False,False
Uralba Retirement Village | Burswood Care Pty Ltd,Uralba Retirement Village,NSW,Private for Profit,Small,4.0,0.10799834905032324,0.0435760823187199,0.06442226673160334,Aligned,False,3.0,4.0,False,False,False,False,False,False
Borella House | The Churches of Christ Property Trust,Borella House,NSW,Not for Profit,Medium,4.0,0.45057387115519476,0.0435760823187199,0.40699778883647486,Aligned,False,4.0,5.0,False,False,False,False,False,False
Uniting Hawkesbury Richmond | The Uniting Church in Australia Property Trust (NSW),Uniting Hawkesbury Richmond,NSW,Not for Profit,Large,4.0,0.018912402109339883,0.0435760823187199,-0.024663680209380017,Aligned,False,3.0,5.0,False,True,False,False,False,False
