sub_rating,mean_2024,mean_2026,mean_change,n_matched
overall_stars,3.6433273488928783,3.8515858767205264,0.20825852782764812,1671
residents_experience_stars,3.434927697441602,3.6473859844271415,0.21245828698553948,1798
compliance_stars,4.514983351831298,4.907325194228635,0.39234184239733627,1802
staffing_stars,2.836795252225519,3.234421364985163,0.39762611275964393,1685
quality_measures_stars,3.5568496949528563,3.0759844703272323,-0.480865224625624,1803
