year,facility_key,service_name,provider_name,service_suburb,provider_type,state,planning_region,remoteness,size,overall_stars,residents_experience_stars,compliance_stars,staffing_stars,quality_measures_stars
2024,"Arpad Aged Care | ""Arpad"" Elderly Welfare Society Inc",Arpad Aged Care,"""Arpad"" Elderly Welfare Society Inc",WANTIRNA,Not for Profit,VIC,Eastern Metro,Metropolitan,Medium,4.0,5.0,5.0,3.0,3.0
2024,Arthur Blackburn VC Gardens | RSL LifeCare Limited,Arthur Blackburn VC Gardens,RSL LifeCare Limited,PORT MACQUARIE,Not for Profit,NSW,Mid North Coast,Large rural towns,Medium,3.0,4.0,4.0,2.0,3.0
2024,Aruma Lodge | Southern Cross Care (Broken Hill) Ltd,Aruma Lodge,Southern Cross Care (Broken Hill) Ltd,BROKEN HILL,Not for Profit,NSW,Orana Far West,Large rural towns,Small,4.0,3.0,5.0,3.0,3.0
2024,Ascott Gardens | United Protestant Association of NSW Limited,Ascott Gardens,United Protestant Association of NSW Limited,ORANGE,Not for Profit,NSW,Central West,Large rural towns,Medium,3.0,3.0,4.0,2.0,2.0
2024,Ashburn House Aged Care Facility | Christadelphian Homes Limited,Ashburn House Aged Care Facility,Christadelphian Homes Limited,GLADESVILLE,Not for Profit,NSW,Northern Sydney,Metropolitan,Medium,3.0,3.0,5.0,2.0,3.0
2024,Ashfield Terrace Care Community | DPG Services Pty Ltd,Ashfield Terrace Care Community,DPG Services Pty Ltd,ASHFIELD,Private for Profit,NSW,Inner West,Metropolitan,Large,4.0,3.0,5.0,3.0,5.0
2024,Ashleigh House Hostel | Ashleigh House Ltd,Ashleigh House Hostel,Ashleigh House Ltd,SALE,Not for Profit,VIC,Gippsland,Medium rural towns,Medium,3.0,5.0,3.0,2.0,1.0
2024,Ashman Grove Aged Care Hostel | Rosha Pty Ltd,Ashman Grove Aged Care Hostel,Rosha Pty Ltd,BROMPTON,Private for Profit,SA,Metropolitan West,Metropolitan,Medium,3.0,3.0,5.0,2.0,3.0
2024,Ashmore Gardens Care Community | DPG Services Pty Ltd,Ashmore Gardens Care Community,DPG Services Pty Ltd,ASHMORE,Private for Profit,QLD,South Coast,Metropolitan,Large,4.0,3.0,5.0,2.0,5.0
2024,Ashwood Residential Care Service | The Churches of Christ Property Trust,Ashwood Residential Care Service,The Churches of Christ Property Trust,PENDLE HILL,Not for Profit,NSW,Western Sydney,Metropolitan,Large,4.0,3.0,5.0,2.0,4.0
2024,Assisi Centre Aged Care | Assisi Centre Limited,Assisi Centre Aged Care,Assisi Centre Limited,ROSANNA,Not for Profit,VIC,Northern Metro,Metropolitan,Large,3.0,3.0,4.0,2.0,4.0
2024,Aubrey Downer Aged Care Home | Fresh Fields Aged Care (NSW) - No 1 Pty Ltd,Aubrey Downer Aged Care Home,Fresh Fields Aged Care (NSW) - No 1 Pty Ltd,POINT CLARE,Private for Profit,NSW,Central Coast,Metropolitan,Small,4.0,3.0,5.0,5.0,3.0
2024,Auburn Glen Care Community | DPG Services Pty Ltd,Auburn Glen Care Community,DPG Services Pty Ltd,AUBURN,Private for Profit,NSW,Western Sydney,Metropolitan,Small,4.0,4.0,4.0,3.0,5.0
2024,Auburn House | St Vincent's Hospital (Melbourne) Limited,Auburn House,St Vincent's Hospital (Melbourne) Limited,HAWTHORN EAST,Not for Profit,VIC,Eastern Metro,Metropolitan,Small,4.0,4.0,4.0,5.0,3.0
2024,Aurrum Brunswick | Aurrum Pty Limited,Aurrum Brunswick,Aurrum Pty Limited,BRUNSWICK WEST,Private for Profit,VIC,Northern Metro,Metropolitan,Small,3.0,3.0,5.0,2.0,3.0
2024,Aurrum Erina | Aurrum Pty Limited,Aurrum Erina,Aurrum Pty Limited,ERINA,Private for Profit,NSW,Central Coast,Metropolitan,Large,4.0,3.0,5.0,2.0,5.0
2024,Aurrum Healesville | Aurrum Pty Limited,Aurrum Healesville,Aurrum Pty Limited,HEALESVILLE,Private for Profit,VIC,Eastern Metro,Regional centres,Medium,4.0,4.0,5.0,2.0,3.0
2024,Aurrum Norah Head | Aurrum Pty Limited,Aurrum Norah Head,Aurrum Pty Limited,NORAH HEAD,Private for Profit,NSW,Central Coast,Metropolitan,Small,3.0,4.0,3.0,2.0,5.0
2024,Aurrum Plenty | Aurrum Pty Limited,Aurrum Plenty,Aurrum Pty Limited,PLENTY,Private for Profit,VIC,Northern Metro,Metropolitan,Large,3.0,3.0,5.0,2.0,3.0
2024,Aurrum Reservoir | Aurrum Pty Limited,Aurrum Reservoir,Aurrum Pty Limited,RESERVOIR,Private for Profit,VIC,Northern Metro,Metropolitan,Medium,4.0,3.0,5.0,3.0,3.0
2024,Aurrum Wyoming | Aurrum Pty Limited,Aurrum Wyoming,Aurrum Pty Limited,WYOMING,Private for Profit,NSW,Central Coast,Metropolitan,Small,4.0,4.0,5.0,2.0,3.0
2024,Australian Vietnamese Aged Care Services | Australian Vietnamese Aged Care Services Limited,Australian Vietnamese Aged Care Services,Australian Vietnamese Aged Care Services Limited,SMITHFIELD,Not for Profit,NSW,South West Sydney,Metropolitan,Medium,4.0,5.0,5.0,2.0,4.0
2024,Autumn Lodge Hostel | NVC Group Limited,Autumn Lodge Hostel,NVC Group Limited,MACKSVILLE,Not for Profit,NSW,Mid North Coast,Medium rural towns,Medium,3.0,4.0,3.0,2.0,4.0
2024,Avalon House | Thompson Health Care Pty Ltd,Avalon House,Thompson Health Care Pty Ltd,AVALON BEACH,Private for Profit,NSW,Northern Sydney,Metropolitan,Medium,4.0,3.0,5.0,3.0,5.0
2024,Avoca Hostel | Maryborough District Health Service,Avoca Hostel,Maryborough District Health Service,AVOCA,Government,VIC,Grampians,Small rural towns,Small,4.0,4.0,5.0,4.0,1.0
2024,Avoca Nursing Home | Maryborough District Health Service,Avoca Nursing Home,Maryborough District Health Service,AVOCA,Government,VIC,Grampians,Small rural towns,Small,4.0,4.0,5.0,3.0,5.0
2024,Avondale House | Seventh-day Adventist Aged Care (North New South Wales) Ltd,Avondale House,Seventh-day Adventist Aged Care (North New South Wales) Ltd,COORANBONG,Not for Profit,NSW,Hunter,Metropolitan,Large,4.0,4.0,5.0,2.0,2.0
2024,Avonlea | Respect Group Limited,Avonlea,Respect Group Limited,NHILL,Not for Profit,VIC,Grampians,Small rural towns,Small,4.0,4.0,5.0,4.0,2.0
2024,Avonlea Grange Hostel | RSL Care RDNS Limited,Avonlea Grange Hostel,RSL Care RDNS Limited,MENTONE,Not for Profit,VIC,Southern Metro,Metropolitan,Medium,3.0,3.0,4.0,2.0,5.0
2024,Bairnsdale Parklands Care Community | DPG Services Pty Ltd,Bairnsdale Parklands Care Community,DPG Services Pty Ltd,BAIRNSDALE,Private for Profit,VIC,Gippsland,Medium rural towns,Medium,4.0,3.0,5.0,2.0,4.0
2024,Bairnsdale Regional Health Service | Bairnsdale Regional Health Service,Bairnsdale Regional Health Service,Bairnsdale Regional Health Service,BAIRNSDALE,Government,VIC,Gippsland,Medium rural towns,Small,4.0,5.0,5.0,2.0,4.0
2024,BallyCara Aged Care | Ballycara Limited,BallyCara Aged Care,Ballycara Limited,SCARBOROUGH,Not for Profit,QLD,Cabool,Metropolitan,Medium,5.0,4.0,5.0,5.0,4.0
2024,Balranald Retirement Hostel | Balranald Shire Council,Balranald Retirement Hostel,Balranald Shire Council,BALRANALD,Government,NSW,Orana Far West,Small rural towns,Small,3.0,4.0,3.0,3.0,3.0
2024,Banawah | NCN Health,Banawah,NCN Health,NATHALIA,Government,VIC,Hume,Small rural towns,Small,4.0,4.0,5.0,4.0,3.0
2024,Banfields Aged Care | Australian Aged Care Group Pty Ltd,Banfields Aged Care,Australian Aged Care Group Pty Ltd,COWES,Private for Profit,VIC,Gippsland,Medium rural towns,Medium,4.0,3.0,5.0,3.0,4.0
2024,Bangalor Retreat | Temahl (Aust) Pty Ltd,Bangalor Retreat,Temahl (Aust) Pty Ltd,TWEED HEADS WEST,Private for Profit,NSW,Far North Coast,Metropolitan,Medium,3.0,3.0,4.0,2.0,3.0
2024,Banksia Lodge Residential Aged Care Service | Shepparton Retirement Villages Inc,Banksia Lodge Residential Aged Care Service,Shepparton Retirement Villages Inc,KIALLA,Not for Profit,VIC,Hume,Large rural towns,Medium,3.0,4.0,5.0,1.0,2.0
2024,Banksia Village | Banksia Villages Ltd,Banksia Village,Banksia Villages Ltd,BROULEE,Not for Profit,NSW,Southern Highlands,Small rural towns,Medium,4.0,4.0,5.0,2.0,4.0
2024,Bankstown Terrace Care Community | DPG Services Pty Ltd,Bankstown Terrace Care Community,DPG Services Pty Ltd,BANKSTOWN,Private for Profit,NSW,South West Sydney,Metropolitan,Large,4.0,3.0,5.0,3.0,5.0
2024,Banyula Lodge | Bushland Health Group Limited,Banyula Lodge,Bushland Health Group Limited,OLD BAR,Not for Profit,NSW,Mid North Coast,Large rural towns,Small,4.0,3.0,5.0,3.0,4.0
2024,Baptcare - Hedley Sutton Community | Baptcare Ltd,Baptcare - Hedley Sutton Community,Baptcare Ltd,CAMBERWELL,Not for Profit,VIC,Eastern Metro,Metropolitan,Medium,3.0,3.0,5.0,2.0,3.0
2024,Baptcare - Karana Community | Baptcare Ltd,Baptcare - Karana Community,Baptcare Ltd,KEW,Not for Profit,VIC,Eastern Metro,Metropolitan,Medium,4.0,4.0,4.0,3.0,4.0
2024,Baptcare - Northaven Community | Baptcare Ltd,Baptcare - Northaven Community,Baptcare Ltd,KERANG,Not for Profit,VIC,Loddon-Mallee,Small rural towns,Small,4.0,4.0,5.0,2.0,3.0
2024,Baptcare - St Hilary's Community | Baptcare Ltd,Baptcare - St Hilary's Community,Baptcare Ltd,MORWELL,Not for Profit,VIC,Gippsland,Large rural towns,Small,4.0,3.0,5.0,2.0,5.0
2024,Baptcare - Strathalan Community | Baptcare Ltd,Baptcare - Strathalan Community,Baptcare Ltd,MACLEOD,Not for Profit,VIC,Northern Metro,Metropolitan,Large,4.0,4.0,5.0,2.0,4.0
2024,Baptcare - Westhaven Community | Baptcare Ltd,Baptcare - Westhaven Community,Baptcare Ltd,FOOTSCRAY,Not for Profit,VIC,Western Metro,Metropolitan,Medium,3.0,3.0,4.0,2.0,5.0
2024,Baptcare Abbey Gardens Community | Baptcare Ltd,Baptcare Abbey Gardens Community,Baptcare Ltd,WARRAGUL,Not for Profit,VIC,Gippsland,Medium rural towns,Large,4.0,4.0,4.0,2.0,5.0
2024,Baptcare Amberlea Community | Baptcare Ltd,Baptcare Amberlea Community,Baptcare Ltd,DROUIN,Not for Profit,VIC,Gippsland,Medium rural towns,Medium,4.0,4.0,5.0,3.0,3.0
2024,Baptcare Brookview Community | Baptcare Ltd,Baptcare Brookview Community,Baptcare Ltd,WESTMEADOWS,Not for Profit,VIC,Northern Metro,Metropolitan,Medium,3.0,3.0,5.0,2.0,3.0
2024,Baptcare Coasthaven Community | Baptcare Ltd,Baptcare Coasthaven Community,Baptcare Ltd,NORLANE,Not for Profit,VIC,Barwon-South Western,Metropolitan,Medium,4.0,3.0,5.0,2.0,4.0
2024,Baptcare Heritage Manor Community | Baptcare Ltd,Baptcare Heritage Manor Community,Baptcare Ltd,MORWELL,Not for Profit,VIC,Gippsland,Large rural towns,Medium,4.0,4.0,5.0,2.0,3.0
2024,Baptcare Karingal Community Care | Baptcare Ltd,Baptcare Karingal Community Care,Baptcare Ltd,DEVONPORT,Not for Profit,TAS,North Western,Large rural towns,Large,3.0,3.0,5.0,1.0,4.0
2024,Baptcare Peninsula View Community | Baptcare Ltd,Baptcare Peninsula View Community,Baptcare Ltd,FRANKSTON SOUTH,Not for Profit,VIC,Southern Metro,Metropolitan,Large,4.0,4.0,5.0,2.0,3.0
2024,Baptcare The Orchards Community | Baptcare Ltd,Baptcare The Orchards Community,Baptcare Ltd,DONCASTER EAST,Not for Profit,VIC,Eastern Metro,Metropolitan,Large,4.0,3.0,5.0,2.0,4.0
2024,Baptcare Wattle Grove Community | Baptcare Ltd,Baptcare Wattle Grove Community,Baptcare Ltd,LALOR,Not for Profit,VIC,Northern Metro,Metropolitan,Medium,4.0,3.0,5.0,3.0,4.0
2024,Baptcare Wyndham Lodge Community | Baptcare Ltd,Baptcare Wyndham Lodge Community,Baptcare Ltd,WERRIBEE,Not for Profit,VIC,Western Metro,Metropolitan,Large,3.0,3.0,5.0,2.0,3.0
2024,BaptistCare Aminya Centre | BaptistCare NSW & ACT,BaptistCare Aminya Centre,BaptistCare NSW & ACT,BAULKHAM HILLS,Not for Profit,NSW,Western Sydney,Metropolitan,Medium,4.0,3.0,5.0,2.0,5.0
2024,Baptistcare Balladong Gardens | BaptistCare NSW & ACT,Baptistcare Balladong Gardens,BaptistCare NSW & ACT,YORK,Not for Profit,WA,Wheatbelt,Small rural towns,Small,,,,4.0,1.0
2024,Baptistcare Bethel | BaptistCare NSW & ACT,Baptistcare Bethel,BaptistCare NSW & ACT,YAKAMIA,Not for Profit,WA,Great Southern,Large rural towns,Medium,,,,2.0,2.0
2024,BaptistCare Bethshan Gardens Centre | BaptistCare NSW & ACT,BaptistCare Bethshan Gardens Centre,BaptistCare NSW & ACT,WYEE,Not for Profit,NSW,Hunter,Metropolitan,Large,3.0,4.0,4.0,2.0,3.0
2024,BaptistCare Caloola Centre | BaptistCare NSW & ACT,BaptistCare Caloola Centre,BaptistCare NSW & ACT,WAGGA WAGGA,Not for Profit,NSW,Riverina/Murray,Large rural towns,Small,3.0,4.0,4.0,2.0,2.0
2024,BaptistCare Carey Gardens Centre | BaptistCare NSW & ACT,BaptistCare Carey Gardens Centre,BaptistCare NSW & ACT,RED HILL,Not for Profit,ACT,ACT,Metropolitan,Medium,4.0,4.0,5.0,2.0,4.0
2024,BaptistCare Cooinda Court | BaptistCare NSW & ACT,BaptistCare Cooinda Court,BaptistCare NSW & ACT,MACQUARIE PARK,Not for Profit,NSW,Northern Sydney,Metropolitan,Medium,4.0,4.0,5.0,2.0,5.0
2024,Baptistcare David Buttfield Centre | BaptistCare NSW & ACT,Baptistcare David Buttfield Centre,BaptistCare NSW & ACT,GWELUP,Not for Profit,WA,Metropolitan North,Metropolitan,Medium,,,,2.0,2.0
2024,BaptistCare Dorothy Henderson Lodge | BaptistCare NSW & ACT,BaptistCare Dorothy Henderson Lodge,BaptistCare NSW & ACT,MACQUARIE PARK,Not for Profit,NSW,Northern Sydney,Metropolitan,Medium,4.0,4.0,5.0,2.0,3.0
2024,BaptistCare George Forbes House | BaptistCare NSW & ACT,BaptistCare George Forbes House,BaptistCare NSW & ACT,QUEANBEYAN,Not for Profit,NSW,Southern Highlands,Metropolitan,Medium,4.0,4.0,5.0,2.0,3.0
2024,Baptistcare Graceford | BaptistCare NSW & ACT,Baptistcare Graceford,BaptistCare NSW & ACT,BYFORD,Not for Profit,WA,Metropolitan South East,Metropolitan,Medium,,,,3.0,2.0
2024,Baptistcare Gracehaven | BaptistCare NSW & ACT,Baptistcare Gracehaven,BaptistCare NSW & ACT,ROCKINGHAM,Not for Profit,WA,Metropolitan South West,Metropolitan,Medium,,,,3.0,3.0
2024,Baptistcare Gracewood | BaptistCare NSW & ACT,Baptistcare Gracewood,BaptistCare NSW & ACT,SALTER POINT,Not for Profit,WA,Metropolitan South East,Metropolitan,Large,,,,3.0,4.0
2024,BaptistCare Griffith | BaptistCare NSW & ACT,BaptistCare Griffith,BaptistCare NSW & ACT,GRIFFITH,Not for Profit,ACT,ACT,Metropolitan,Large,4.0,4.0,5.0,3.0,4.0
2024,BaptistCare Kularoo Centre | BaptistCare NSW & ACT,BaptistCare Kularoo Centre,BaptistCare NSW & ACT,FORSTER,Not for Profit,NSW,Mid North Coast,Large rural towns,Large,3.0,4.0,4.0,2.0,3.0
2024,BaptistCare Maranoa Centre - Alstonville | BaptistCare NSW & ACT,BaptistCare Maranoa Centre - Alstonville,BaptistCare NSW & ACT,ALSTONVILLE,Not for Profit,NSW,Far North Coast,Large rural towns,Medium,3.0,4.0,4.0,2.0,3.0
2024,BaptistCare Mid Richmond Centre - Coraki | BaptistCare NSW & ACT,BaptistCare Mid Richmond Centre - Coraki,BaptistCare NSW & ACT,CORAKI,Not for Profit,NSW,Far North Coast,Small rural towns,Small,3.0,3.0,5.0,1.0,5.0
2024,Baptistcare Mirrambeena | BaptistCare NSW & ACT,Baptistcare Mirrambeena,BaptistCare NSW & ACT,MARGARET RIVER,Not for Profit,WA,South West,Medium rural towns,Small,,,,3.0,1.0
2024,Baptistcare Moonya | BaptistCare NSW & ACT,Baptistcare Moonya,BaptistCare NSW & ACT,MANJIMUP,Not for Profit,WA,South West,Small rural towns,Small,,,,3.0,3.0
2024,Baptistcare Moonya Nursing Home | BaptistCare NSW & ACT,Baptistcare Moonya Nursing Home,BaptistCare NSW & ACT,MANJIMUP,Not for Profit,WA,South West,Small rural towns,Small,,,,1.0,3.0
2024,Baptistcare Morrison Gardens | BaptistCare NSW & ACT,Baptistcare Morrison Gardens,BaptistCare NSW & ACT,MIDLAND,Not for Profit,WA,Metropolitan East,Metropolitan,Medium,,3.0,,3.0,2.0
2024,BaptistCare Morven Gardens Centre | BaptistCare NSW & ACT,BaptistCare Morven Gardens Centre,BaptistCare NSW & ACT,LEURA,Not for Profit,NSW,Nepean,Metropolitan,Medium,4.0,3.0,5.0,2.0,5.0
2024,BaptistCare Niola Centre | BaptistCare NSW & ACT,BaptistCare Niola Centre,BaptistCare NSW & ACT,PARKES,Not for Profit,NSW,Central West,Medium rural towns,Small,4.0,4.0,5.0,2.0,3.0
2024,BaptistCare Orana Centre | BaptistCare NSW & ACT,BaptistCare Orana Centre,BaptistCare NSW & ACT,POINT CLARE,Not for Profit,NSW,Central Coast,Metropolitan,Large,3.0,3.0,3.0,2.0,4.0
2024,BaptistCare Shalom Centre | BaptistCare NSW & ACT,BaptistCare Shalom Centre,BaptistCare NSW & ACT,MACQUARIE PARK,Not for Profit,NSW,Northern Sydney,Metropolitan,Large,3.0,3.0,3.0,2.0,4.0
2024,BaptistCare The Gracewood Centre | BaptistCare NSW & ACT,BaptistCare The Gracewood Centre,BaptistCare NSW & ACT,KELLYVILLE,Not for Profit,NSW,Western Sydney,Metropolitan,Large,3.0,4.0,4.0,2.0,3.0
2024,BaptistCare Warabrook Centre | BaptistCare NSW & ACT,BaptistCare Warabrook Centre,BaptistCare NSW & ACT,WARABROOK,Not for Profit,NSW,Hunter,Metropolitan,Large,3.0,3.0,4.0,2.0,4.0
2024,BaptistCare Warena Centre | BaptistCare NSW & ACT,BaptistCare Warena Centre,BaptistCare NSW & ACT,BANGOR,Not for Profit,NSW,South East Sydney,Metropolitan,Large,3.0,3.0,4.0,2.0,5.0
2024,Baptistcare William Carey Court | BaptistCare NSW & ACT,Baptistcare William Carey Court,BaptistCare NSW & ACT,BROADWATER,Not for Profit,WA,South West,Large rural towns,Medium,,,,2.0,4.0
2024,Baptistcare Yallambee | BaptistCare NSW & ACT,Baptistcare Yallambee,BaptistCare NSW & ACT,MUNDARING,Not for Profit,WA,Metropolitan East,Metropolitan,Small,,,,2.0,4.0
2024,Barossa Park Lodge | OneCare Limited,Barossa Park Lodge,OneCare Limited,GLENORCHY,Not for Profit,TAS,Southern,Regional centres,Large,4.0,4.0,4.0,2.0,5.0
2024,Barossa Valley Nursing Home | Barossa Village Inc,Barossa Valley Nursing Home,Barossa Village Inc,NURIOOTPA,Not for Profit,SA,"Yorke, Lower North & Barossa",Medium rural towns,Medium,4.0,3.0,5.0,2.0,5.0
2024,Barossa Village Incorporated | Barossa Village Inc,Barossa Village Incorporated,Barossa Village Inc,NURIOOTPA,Not for Profit,SA,"Yorke, Lower North & Barossa",Medium rural towns,Small,4.0,3.0,5.0,2.0,5.0
2024,Barridale Lodge | Shire of Wanneroo Aged Persons Homes Trust Inc,Barridale Lodge,Shire of Wanneroo Aged Persons Homes Trust Inc,KINGSLEY,Not for Profit,WA,Metropolitan North,Metropolitan,Small,4.0,4.0,5.0,5.0,3.0
2024,Barrington Lodge | The Salvation Army (Tasmania) Property Trust,Barrington Lodge,The Salvation Army (Tasmania) Property Trust,NEW TOWN,Not for Profit,TAS,Southern,Regional centres,Medium,3.0,3.0,3.0,2.0,4.0
2024,Barunga Village Incorporated | Barunga Village Incorporated,Barunga Village Incorporated,Barunga Village Incorporated,PORT BROUGHTON,Not for Profit,SA,"Yorke, Lower North & Barossa",Small rural towns,Medium,3.0,3.0,5.0,2.0,3.0
2024,Bass Hill Aged Care | RSL Care RDNS Limited,Bass Hill Aged Care,RSL Care RDNS Limited,BASS HILL,Not for Profit,NSW,South West Sydney,Metropolitan,Small,3.0,3.0,4.0,2.0,3.0
2024,Bathurst Riverview Care Community | DPG Services Pty Ltd,Bathurst Riverview Care Community,DPG Services Pty Ltd,BATHURST,Private for Profit,NSW,Central West,Large rural towns,Large,4.0,3.0,5.0,2.0,5.0
2024,Baw Baw Views | Respect Group Limited,Baw Baw Views,Respect Group Limited,MOE,Not for Profit,VIC,Gippsland,Large rural towns,Medium,,,,,
2024,Bayside Hostel | RSL Care RDNS Limited,Bayside Hostel,RSL Care RDNS Limited,MORDIALLOC,Not for Profit,VIC,Southern Metro,Metropolitan,Small,4.0,3.0,4.0,5.0,3.0
2024,Bayside Residential Aged Care Facility | RSL Care RDNS Limited,Bayside Residential Aged Care Facility,RSL Care RDNS Limited,BONNELLS BAY,Not for Profit,NSW,Hunter,Metropolitan,Large,4.0,4.0,4.0,2.0,5.0
2024,Bayswater Gardens | Bayswater Gardens Pty Ltd,Bayswater Gardens,Bayswater Gardens Pty Ltd,ABBOTSFORD,Private for Profit,NSW,Inner West,Metropolitan,Medium,4.0,3.0,5.0,4.0,3.0
2024,Bayview Treetops Care Community | DPG Services Pty Ltd,Bayview Treetops Care Community,DPG Services Pty Ltd,BAYVIEW,Private for Profit,NSW,Northern Sydney,Metropolitan,Small,4.0,5.0,4.0,2.0,4.0
2024,Beauaraba Lodge | Beauaraba Living Pittsworth Ltd,Beauaraba Lodge,Beauaraba Living Pittsworth Ltd,PITTSWORTH,Not for Profit,QLD,Darling Downs,Small rural towns,Large,4.0,4.0,4.0,4.0,5.0
2024,Beaufort Hostel | Beaufort & Skipton Health Service,Beaufort Hostel,Beaufort & Skipton Health Service,BEAUFORT,Government,VIC,Grampians,Small rural towns,Small,5.0,4.0,5.0,5.0,5.0
2024,Beaufort Nursing Home | Beaufort & Skipton Health Service,Beaufort Nursing Home,Beaufort & Skipton Health Service,BEAUFORT,Government,VIC,Grampians,Small rural towns,Small,4.0,3.0,5.0,5.0,3.0
2024,Beaumont Care Roslyn Lodge | Beaumont Care (Holdings) Pty Ltd,Beaumont Care Roslyn Lodge,Beaumont Care (Holdings) Pty Ltd,NORTH TAMBORINE,Private for Profit,QLD,Logan River Valley,Metropolitan,Small,3.0,3.0,5.0,2.0,3.0
2024,Beaumont Care Wamuran | Beaumont Care (Holdings) Pty Ltd,Beaumont Care Wamuran,Beaumont Care (Holdings) Pty Ltd,WAMURAN,Private for Profit,QLD,Cabool,Metropolitan,Medium,4.0,3.0,5.0,3.0,3.0
2024,Bedingfeld Lodge | Bedingfeld Park Inc,Bedingfeld Lodge,Bedingfeld Park Inc,PINJARRA,Not for Profit,WA,Metropolitan South West,Metropolitan,Medium,3.0,3.0,4.0,4.0,1.0
2024,Beechwood Aged Care | RSL Care RDNS Limited,Beechwood Aged Care,RSL Care RDNS Limited,REVESBY,Not for Profit,NSW,South West Sydney,Metropolitan,Large,3.0,3.0,4.0,2.0,3.0
2024,Beechworth Health Service Residential Care Program | Beechworth Health Service,Beechworth Health Service Residential Care Program,Beechworth Health Service,BEECHWORTH,Government,VIC,Hume,Small rural towns,Small,4.0,3.0,5.0,3.0,4.0
2024,Beecroft House Aged Care | Thompson Health Care No.2 Holdings Pty Ltd,Beecroft House Aged Care,Thompson Health Care No.2 Holdings Pty Ltd,BEECROFT,Private for Profit,NSW,Northern Sydney,Metropolitan,Small,3.0,3.0,4.0,3.0,3.0
2024,Belalie Lodge | Helping Hand Aged Care Inc,Belalie Lodge,Helping Hand Aged Care Inc,JAMESTOWN,Not for Profit,SA,Mid North,Small rural towns,Small,4.0,5.0,5.0,2.0,5.0
2024,Bella Vista Gardens | Bella Vista Gardens Pty Ltd,Bella Vista Gardens,Bella Vista Gardens Pty Ltd,KELLYVILLE,Private for Profit,NSW,Western Sydney,Metropolitan,Large,3.0,3.0,4.0,2.0,5.0
2024,Bellevue Care Centre | Burswood Care Pty Ltd,Bellevue Care Centre,Burswood Care Pty Ltd,FERNY HILLS,Private for Profit,QLD,Cabool,Metropolitan,Medium,3.0,3.0,4.0,2.0,2.0
2024,Bellevue Court Residential Care | Southern Cross Care (SA NT & VIC) Incorporated,Bellevue Court Residential Care,Southern Cross Care (SA NT & VIC) Incorporated,GAWLER EAST,Not for Profit,SA,"Yorke, Lower North & Barossa",Metropolitan,Medium,4.0,4.0,5.0,3.0,5.0
