year,facility_key,service_name,provider_name,service_suburb,provider_type,state,size,staffing_stars,rn_minutes_target,rn_minutes_actual,total_care_minutes_target,total_care_minutes_actual,quality_measures_stars,pct_pressure_injuries,pct_restrictive_practices,pct_unplanned_weight_loss,pct_falls,pct_falls_major_injury,pct_polypharmacy,pct_antipsychotic,rn_minutes_gap,total_care_minutes_gap,met_rn_target,met_total_care_target
2024,501 Respite & Care Services | Nightbreeze Pty Ltd,501 Respite & Care Services,Nightbreeze Pty Ltd,BIGGERA WATERS,Private for Profit,QLD,Small,1.0,39.0,26.0,186.0,156.0,2.0,0.0,31.0,14.0,16.0,2.0,56.0,15.0,-13.0,-30.0,False,False
2024,70 Lowe Street | East Grampians Health Service,70 Lowe Street,East Grampians Health Service,ARARAT,Government,VIC,Small,3.0,39.0,44.0,207.0,211.0,3.0,0.0,7.0,7.0,38.0,2.0,75.0,13.0,5.0,4.0,True,True
2024,A H Orr Lodge | Ashfield Baptist Homes Ltd,A H Orr Lodge,Ashfield Baptist Homes Ltd,ASHFIELD,Not for Profit,NSW,Small,3.0,40.0,40.0,207.0,205.0,5.0,0.0,17.0,5.0,26.0,2.0,30.0,0.0,0.0,-2.0,True,False
2024,Abberfield Aged Care Facility | Sandra Pty Ltd,Abberfield Aged Care Facility,Sandra Pty Ltd,SANDRINGHAM,Private for Profit,VIC,Large,2.0,40.0,38.0,199.0,201.0,3.0,1.0,34.0,10.0,46.0,1.0,27.0,1.0,-2.0,2.0,False,True
2024,Abbey House Aged Care | Thompson Health Care Pty Ltd,Abbey House Aged Care,Thompson Health Care Pty Ltd,MITTAGONG,Private for Profit,NSW,Large,3.0,41.0,44.0,209.0,210.0,3.0,1.0,24.0,6.0,38.0,2.0,56.0,15.0,3.0,1.0,True,True
2024,Abel Tasman Village | The Abel Tasman Village Association Ltd,Abel Tasman Village,The Abel Tasman Village Association Ltd,CHESTER HILL,Not for Profit,NSW,Medium,3.0,41.0,41.0,214.0,213.0,4.0,0.0,3.0,19.0,1.0,1.0,46.0,0.0,0.0,-1.0,True,False
2024,Aberlea Inc | Aberlea Inc,Aberlea Inc,Aberlea Inc,MORTLAKE,Not for Profit,VIC,Small,4.0,38.0,41.0,182.0,212.0,3.0,0.0,18.0,3.0,33.0,2.0,50.0,29.0,3.0,30.0,True,True
2024,Abernethy Nursing Home | Northern Coalfields Community Care Association Ltd,Abernethy Nursing Home,Northern Coalfields Community Care Association Ltd,CESSNOCK,Not for Profit,NSW,Small,3.0,43.0,44.0,232.0,245.0,3.0,1.0,32.0,5.0,48.0,0.0,54.0,22.0,1.0,13.0,True,True
2024,Acacia Living Group Meadow Springs Aged Care Facility | RSL Care RDNS Limited,Acacia Living Group Meadow Springs Aged Care Facility,RSL Care RDNS Limited,MEADOW SPRINGS,Not for Profit,WA,Medium,,39.0,38.0,193.0,231.0,,0.0,44.0,19.0,32.0,0.0,55.0,12.0,-1.0,38.0,False,True
2024,Acacia Living Group Menora Gardens Aged Care Facility | RSL Care RDNS Limited,Acacia Living Group Menora Gardens Aged Care Facility,RSL Care RDNS Limited,MENORA,Not for Profit,WA,Large,,39.0,37.0,203.0,234.0,,1.0,27.0,7.0,34.0,4.0,26.0,7.0,-2.0,31.0,False,True
2024,ACDMA Aged Care Services | Australian Chinese & Descendants Mutual Association Ltd,ACDMA Aged Care Services,Australian Chinese & Descendants Mutual Association Ltd,CANLEY VALE,Not for Profit,NSW,Medium,2.0,43.0,41.0,230.0,217.0,5.0,1.0,3.0,10.0,28.0,0.0,16.0,0.0,-2.0,-13.0,False,False
2024,ACH Group Residential Care - Colton Court | Aged Care & Housing Group Inc,ACH Group Residential Care - Colton Court,Aged Care & Housing Group Inc,MCLAREN VALE,Not for Profit,SA,Small,5.0,38.0,55.0,191.0,231.0,3.0,1.0,27.0,10.0,28.0,0.0,35.0,8.0,17.0,40.0,True,True
2024,ACH Group Residential Care - Highercombe | Aged Care & Housing Group Inc,ACH Group Residential Care - Highercombe,Aged Care & Housing Group Inc,HOPE VALLEY,Not for Profit,SA,Large,3.0,39.0,32.0,192.0,203.0,4.0,1.0,1.0,12.0,34.0,0.0,34.0,6.0,-7.0,11.0,False,True
2024,ACH Group Residential Care - Kapara | Aged Care & Housing Group Inc,ACH Group Residential Care - Kapara,Aged Care & Housing Group Inc,GLENELG SOUTH,Not for Profit,SA,Large,2.0,39.0,31.0,198.0,203.0,3.0,0.0,25.0,13.0,38.0,0.0,28.0,9.0,-8.0,5.0,False,True
2024,ACH Group Residential Care - Milpara | Aged Care & Housing Group Inc,ACH Group Residential Care - Milpara,Aged Care & Housing Group Inc,ROSTREVOR,Not for Profit,SA,Medium,3.0,39.0,33.0,210.0,232.0,4.0,0.0,17.0,5.0,41.0,2.0,25.0,6.0,-6.0,22.0,False,True
2024,ACH Group Residential Care - Perry Park (high care) | Aged Care & Housing Group Inc,ACH Group Residential Care - Perry Park (high care),Aged Care & Housing Group Inc,PORT NOARLUNGA,Not for Profit,SA,Large,3.0,38.0,38.0,189.0,199.0,3.0,1.0,22.0,8.0,37.0,1.0,36.0,2.0,0.0,10.0,True,True
2024,ACH Group Residential Care - ViTA | Aged Care & Housing Group Inc,ACH Group Residential Care - ViTA,Aged Care & Housing Group Inc,DAW PARK,Not for Profit,SA,Small,3.0,39.0,41.0,195.0,192.0,3.0,0.0,0.0,8.0,36.0,0.0,47.0,5.0,2.0,-3.0,True,False
2024,ACH Group Residential Care - West Park | Aged Care & Housing Group Inc,ACH Group Residential Care - West Park,Aged Care & Housing Group Inc,GOOLWA,Not for Profit,SA,Small,4.0,37.0,41.0,187.0,222.0,2.0,2.0,39.0,8.0,43.0,1.0,17.0,23.0,4.0,35.0,True,True
2024,ACH Group Residential Care - Yankalilla Centre | Aged Care & Housing Group Inc,ACH Group Residential Care - Yankalilla Centre,Aged Care & Housing Group Inc,YANKALILLA,Not for Profit,SA,Small,3.0,41.0,39.0,207.0,221.0,5.0,0.0,0.0,10.0,36.0,0.0,32.0,4.0,-2.0,14.0,False,True
2024,Ada Cottage | RSL LifeCare Limited,Ada Cottage,RSL LifeCare Limited,KANDOS,Not for Profit,NSW,Small,4.0,38.0,41.0,176.0,211.0,3.0,0.0,0.0,14.0,22.0,10.0,71.0,65.0,3.0,35.0,True,True
2024,Adelene Nursing Home | Alino Living,Adelene Nursing Home,Alino Living,WYOMING,Not for Profit,NSW,Small,2.0,42.0,40.0,211.0,183.0,1.0,1.0,79.0,11.0,32.0,2.0,47.0,2.0,-2.0,-28.0,False,False
2024,Adina Care Cootamundra | Cootamundra Health Care Co-operative Limited,Adina Care Cootamundra,Cootamundra Health Care Co-operative Limited,COOTAMUNDRA,Not for Profit,NSW,Small,1.0,40.0,0.0,206.0,0.0,1.0,3.0,24.0,14.0,31.0,6.0,47.0,13.0,-40.0,-206.0,False,False
2024,Adria Village Ltd | Adria Village Limited,Adria Village Ltd,Adria Village Limited,STIRLING,Not for Profit,ACT,Small,4.0,38.0,47.0,189.0,209.0,5.0,0.0,0.0,3.0,25.0,0.0,40.0,0.0,9.0,20.0,True,True
2024,Advantaged Care at Barden Lodge | Advantaged Care Pty Ltd,Advantaged Care at Barden Lodge,Advantaged Care Pty Ltd,BARDEN RIDGE,Private for Profit,NSW,Medium,2.0,40.0,39.0,192.0,195.0,5.0,0.0,3.0,4.0,35.0,0.0,34.0,0.0,-1.0,3.0,False,True
2024,Advantaged Care at Bondi Waters | Advantaged Care Pty Ltd,Advantaged Care at Bondi Waters,Advantaged Care Pty Ltd,BONDI,Private for Profit,NSW,Small,2.0,41.0,40.0,214.0,217.0,4.0,1.0,18.0,8.0,11.0,0.0,36.0,12.0,-1.0,3.0,False,True
2024,Advantaged Care at Edensor Gardens | Advantaged Care 4 Pty Limited,Advantaged Care at Edensor Gardens,Advantaged Care 4 Pty Limited,EDENSOR PARK,Private for Profit,NSW,Large,3.0,39.0,40.0,200.0,201.0,4.0,1.0,23.0,8.0,29.0,1.0,38.0,7.0,1.0,1.0,True,True
2024,Advantaged Care at Georges Manor | Advantaged Care Pty Ltd,Advantaged Care at Georges Manor,Advantaged Care Pty Ltd,GEORGES HALL,Private for Profit,NSW,Large,2.0,40.0,39.0,212.0,218.0,4.0,0.0,16.0,8.0,34.0,2.0,25.0,8.0,-1.0,6.0,False,True
2024,Advantaged Care at Prestons Lodge | Advantaged Care 2 Pty Limited ATF The Prestons Lodge Trust,Advantaged Care at Prestons Lodge,Advantaged Care 2 Pty Limited ATF The Prestons Lodge Trust,PRESTONS,Private for Profit,NSW,Large,3.0,42.0,44.0,224.0,224.0,4.0,1.0,9.0,5.0,30.0,2.0,41.0,13.0,2.0,0.0,True,True
2024,AdventCare Whitehorse | Seventh-Day Adventist Aged Care (Victoria) Ltd,AdventCare Whitehorse,Seventh-Day Adventist Aged Care (Victoria) Ltd,NUNAWADING,Not for Profit,VIC,Large,2.0,38.0,25.0,187.0,191.0,5.0,1.0,0.0,4.0,34.0,2.0,23.0,1.0,-13.0,4.0,False,True
2024,AdventCare Yarra Ranges | Seventh-Day Adventist Aged Care (Victoria) Ltd,AdventCare Yarra Ranges,Seventh-Day Adventist Aged Care (Victoria) Ltd,WARBURTON,Not for Profit,VIC,Small,1.0,38.0,16.0,182.0,172.0,5.0,0.0,0.0,10.0,30.0,0.0,37.0,0.0,-22.0,-10.0,False,False
2024,Adventist Nursing Home | Seventh-day Adventist Aged Care (Greater Sydney) Ltd,Adventist Nursing Home,Seventh-day Adventist Aged Care (Greater Sydney) Ltd,KINGS LANGLEY,Private for Profit,NSW,Large,3.0,40.0,41.0,204.0,210.0,3.0,0.0,31.0,6.0,29.0,2.0,40.0,11.0,1.0,6.0,True,True
2024,Adventist Residential Care | Seventh-Day Adventist Care (Western Australia) Ltd,Adventist Residential Care,Seventh-Day Adventist Care (Western Australia) Ltd,ROSSMOYNE,Not for Profit,WA,Small,2.0,39.0,35.0,199.0,193.0,4.0,0.0,9.0,13.0,38.0,0.0,30.0,0.0,-4.0,-6.0,False,False
2024,Adventist Retirement Village - Victoria Pt | Seventh-Day Adventist Aged Care (South Queensland) Ltd,Adventist Retirement Village - Victoria Pt,Seventh-Day Adventist Aged Care (South Queensland) Ltd,VICTORIA POINT,Not for Profit,QLD,Large,3.0,39.0,31.0,197.0,212.0,5.0,0.0,6.0,5.0,48.0,1.0,36.0,5.0,-8.0,15.0,False,True
2024,Aegis Alfred Carson | Aegis Aged Care Group Pty Ltd,Aegis Alfred Carson,Aegis Aged Care Group Pty Ltd,CLAREMONT,Private for Profit,WA,Medium,2.0,38.0,36.0,196.0,187.0,5.0,0.0,0.0,8.0,42.0,1.0,19.0,7.0,-2.0,-9.0,False,False
2024,Aegis Amberley | Aegis Aged Care Group Pty Ltd,Aegis Amberley,Aegis Aged Care Group Pty Ltd,SPEARWOOD,Private for Profit,WA,Large,2.0,42.0,35.0,214.0,207.0,3.0,2.0,19.0,13.0,39.0,3.0,35.0,4.0,-7.0,-7.0,False,False
2024,Aegis Amherst | Aegis Aged Care Group Pty Ltd,Aegis Amherst,Aegis Aged Care Group Pty Ltd,CANNING VALE,Private for Profit,WA,Large,2.0,38.0,36.0,194.0,191.0,3.0,0.0,22.0,14.0,41.0,1.0,30.0,16.0,-2.0,-3.0,False,False
2024,Aegis Anchorage | Aegis Aged Care Group Pty Ltd,Aegis Anchorage,Aegis Aged Care Group Pty Ltd,MINDARIE,Private for Profit,WA,Medium,2.0,39.0,34.0,197.0,199.0,2.0,1.0,60.0,21.0,33.0,0.0,33.0,12.0,-5.0,2.0,False,True
2024,Aegis Balmoral | Balmoral Aged Care Group Pty Ltd,Aegis Balmoral,Balmoral Aged Care Group Pty Ltd,COMO,Private for Profit,WA,Large,3.0,37.0,35.0,187.0,197.0,3.0,0.0,15.0,14.0,34.0,3.0,26.0,13.0,-2.0,10.0,False,True
2024,Aegis Banksia Park | Aegis Aged Care Group Pty Ltd,Aegis Banksia Park,Aegis Aged Care Group Pty Ltd,CALISTA,Private for Profit,WA,Large,2.0,39.0,34.0,202.0,204.0,3.0,2.0,26.0,8.0,39.0,2.0,46.0,13.0,-5.0,2.0,False,True
2024,Aegis Bassendean | Aegis Aged Care Group Pty Ltd,Aegis Bassendean,Aegis Aged Care Group Pty Ltd,BASSENDEAN,Private for Profit,WA,Medium,2.0,41.0,38.0,215.0,208.0,3.0,1.0,21.0,16.0,30.0,1.0,23.0,17.0,-3.0,-7.0,False,False
2024,Aegis Carrington | Carrington Aged Care Facility Pty Ltd,Aegis Carrington,Carrington Aged Care Facility Pty Ltd,HAMILTON HILL,Private for Profit,WA,Large,2.0,40.0,36.0,202.0,191.0,2.0,1.0,27.0,13.0,39.0,2.0,32.0,21.0,-4.0,-11.0,False,False
2024,Aegis Ellenvale | Aegis Aged Care Group Pty Ltd,Aegis Ellenvale,Aegis Aged Care Group Pty Ltd,BROADWATER,Private for Profit,WA,Medium,3.0,37.0,41.0,180.0,205.0,3.0,1.0,23.0,6.0,29.0,1.0,25.0,11.0,4.0,25.0,True,True
2024,Aegis Greenfields | Aegis Aged Care Group Pty Ltd,Aegis Greenfields,Aegis Aged Care Group Pty Ltd,GREENFIELDS,Private for Profit,WA,Large,3.0,38.0,31.0,188.0,202.0,3.0,2.0,24.0,4.0,33.0,1.0,46.0,12.0,-7.0,14.0,False,True
2024,Aegis Hermitage | Aegis Aged Care Group Pty Ltd,Aegis Hermitage,Aegis Aged Care Group Pty Ltd,ELLENBROOK,Private for Profit,WA,Large,2.0,40.0,32.0,213.0,209.0,3.0,1.0,21.0,10.0,37.0,0.0,42.0,12.0,-8.0,-4.0,False,False
2024,Aegis Hilton Park | Aegis Aged Care Group Pty Ltd,Aegis Hilton Park,Aegis Aged Care Group Pty Ltd,HILTON,Private for Profit,WA,Large,2.0,38.0,36.0,193.0,195.0,3.0,0.0,13.0,17.0,35.0,0.0,27.0,15.0,-2.0,2.0,False,True
2024,Aegis Karalee | Aegis Aged Care Group Pty Ltd,Aegis Karalee,Aegis Aged Care Group Pty Ltd,REDCLIFFE,Private for Profit,WA,Small,3.0,41.0,44.0,212.0,204.0,3.0,2.0,17.0,10.0,43.0,0.0,37.0,9.0,3.0,-8.0,True,False
2024,Aegis Lakeside | Lakeside Hostel Pty Ltd,Aegis Lakeside,Lakeside Hostel Pty Ltd,REDCLIFFE,Private for Profit,WA,Small,5.0,39.0,53.0,192.0,210.0,3.0,3.0,0.0,14.0,60.0,0.0,30.0,4.0,14.0,18.0,True,True
2024,Aegis Lincoln Park | Aegis Aged Care Group Pty Ltd,Aegis Lincoln Park,Aegis Aged Care Group Pty Ltd,HIGHGATE,Private for Profit,WA,Small,3.0,38.0,43.0,195.0,208.0,5.0,2.0,0.0,6.0,22.0,0.0,28.0,8.0,5.0,13.0,True,True
2024,Aegis Melville | Balmoral Aged Care Group Pty Ltd,Aegis Melville,Balmoral Aged Care Group Pty Ltd,MELVILLE,Private for Profit,WA,Medium,2.0,40.0,36.0,203.0,198.0,2.0,0.0,28.0,9.0,45.0,2.0,31.0,21.0,-4.0,-5.0,False,False
2024,Aegis Montgomery | Aegis Aged Care Group Pty Ltd,Aegis Montgomery,Aegis Aged Care Group Pty Ltd,MOUNT CLAREMONT,Private for Profit,WA,Medium,2.0,36.0,32.0,169.0,173.0,3.0,0.0,1.0,20.0,31.0,0.0,27.0,10.0,-4.0,4.0,False,True
2024,Aegis Murdoch | Aegis Health Pty Ltd,Aegis Murdoch,Aegis Health Pty Ltd,MURDOCH,Private for Profit,WA,Large,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,True,True
2024,Aegis Parkview | Lakeside Hostel Pty Ltd,Aegis Parkview,Lakeside Hostel Pty Ltd,REDCLIFFE,Private for Profit,WA,Medium,3.0,38.0,41.0,183.0,209.0,4.0,0.0,21.0,6.0,30.0,0.0,38.0,5.0,3.0,26.0,True,True
2024,Aegis Sandstrom | Aegis Aged Care Group Pty Ltd,Aegis Sandstrom,Aegis Aged Care Group Pty Ltd,MOUNT LAWLEY,Private for Profit,WA,Small,4.0,41.0,50.0,216.0,217.0,3.0,0.0,3.0,19.0,30.0,9.0,10.0,14.0,9.0,1.0,True,True
2024,Aegis Shawford | Aegis Aged Care Group Pty Ltd,Aegis Shawford,Aegis Aged Care Group Pty Ltd,INNALOO,Private for Profit,WA,Medium,2.0,40.0,35.0,204.0,193.0,2.0,2.0,8.0,14.0,39.0,4.0,35.0,12.0,-5.0,-11.0,False,False
2024,Aegis Shoalwater | Aegis Aged Care Shoalwater Pty Ltd,Aegis Shoalwater,Aegis Aged Care Shoalwater Pty Ltd,SHOALWATER,Private for Profit,WA,Large,1.0,41.0,27.0,211.0,194.0,2.0,1.0,16.0,13.0,44.0,2.0,38.0,9.0,-14.0,-17.0,False,False
2024,Aegis Shorehaven | Aegis Aged Care Group Pty Ltd,Aegis Shorehaven,Aegis Aged Care Group Pty Ltd,ALKIMOS,Private for Profit,WA,Large,2.0,38.0,35.0,188.0,184.0,3.0,3.0,33.0,8.0,32.0,1.0,42.0,9.0,-3.0,-4.0,False,False
2024,Aegis Shoreline | Aegis Aged Care Group Pty Ltd,Aegis Shoreline,Aegis Aged Care Group Pty Ltd,NORTH COOGEE,Private for Profit,WA,Large,2.0,38.0,37.0,184.0,190.0,1.0,2.0,29.0,16.0,42.0,1.0,42.0,24.0,-1.0,6.0,False,True
2024,Aegis St Michael's | Aegis Aged Care Group Pty Ltd,Aegis St Michael's,Aegis Aged Care Group Pty Ltd,NORTH PERTH,Private for Profit,WA,Medium,2.0,39.0,38.0,212.0,201.0,5.0,1.0,0.0,4.0,29.0,4.0,34.0,7.0,-1.0,-11.0,False,False
2024,Aegis Stirling | Aegis Aged Care Group Pty Ltd,Aegis Stirling,Aegis Aged Care Group Pty Ltd,YOKINE,Private for Profit,WA,Large,2.0,39.0,35.0,198.0,194.0,3.0,0.0,13.0,14.0,39.0,1.0,28.0,13.0,-4.0,-4.0,False,False
2024,Aegis The Pines | Aegis Aged Care Group Pty Ltd,Aegis The Pines,Aegis Aged Care Group Pty Ltd,ELLENBROOK,Private for Profit,WA,Medium,2.0,41.0,37.0,217.0,209.0,2.0,2.0,23.0,16.0,32.0,2.0,45.0,15.0,-4.0,-8.0,False,False
2024,Aegis Woodlake | Aegis Aged Care Group Pty Ltd,Aegis Woodlake,Aegis Aged Care Group Pty Ltd,KINGSLEY,Private for Profit,WA,Medium,2.0,38.0,32.0,200.0,204.0,2.0,0.0,20.0,14.0,34.0,4.0,35.0,10.0,-6.0,4.0,False,True
2024,Agmaroy Nursing Home | Fresh Fields Aged Care Pty Ltd,Agmaroy Nursing Home,Fresh Fields Aged Care Pty Ltd,WILSON,Private for Profit,WA,Small,3.0,41.0,48.0,217.0,182.0,3.0,0.0,0.0,15.0,19.0,0.0,35.0,26.0,7.0,-35.0,True,False
2024,Agris Hutrof House | RSL LifeCare Limited,Agris Hutrof House,RSL LifeCare Limited,THIRLMERE,Not for Profit,NSW,Small,4.0,39.0,45.0,200.0,202.0,3.0,1.0,40.0,2.0,39.0,0.0,33.0,5.0,6.0,2.0,True,True
2024,Ainslie House | Inasmuch Community Limited,Ainslie House,Inasmuch Community Limited,SUSSEX INLET,Not for Profit,NSW,Small,1.0,41.0,27.0,219.0,186.0,4.0,1.0,0.0,10.0,31.0,10.0,19.0,0.0,-14.0,-33.0,False,False
2024,Ainslie Low Head | Southern Cross Care (Tas) Inc,Ainslie Low Head,Southern Cross Care (Tas) Inc,LOW HEAD,Not for Profit,TAS,Small,4.0,40.0,51.0,199.0,193.0,4.0,0.0,0.0,8.0,30.0,0.0,57.0,0.0,11.0,-6.0,True,False
2024,Akooramak Care of Older Persons | Warwick Benevolent Society Inc,Akooramak Care of Older Persons,Warwick Benevolent Society Inc,WARWICK,Not for Profit,QLD,Medium,3.0,37.0,28.0,184.0,198.0,3.0,0.0,21.0,10.0,27.0,0.0,34.0,17.0,-9.0,14.0,False,True
2024,Alan David Lodge | Barwon Health,Alan David Lodge,Barwon Health,GROVEDALE,Government,VIC,Medium,4.0,42.0,60.0,222.0,219.0,3.0,0.0,1.0,9.0,38.0,4.0,33.0,6.0,18.0,-3.0,True,False
2024,Albert Moore Gardens | RSL LifeCare Limited,Albert Moore Gardens,RSL LifeCare Limited,MERIMBULA,Not for Profit,NSW,Small,2.0,39.0,37.0,192.0,193.0,3.0,1.0,11.0,9.0,32.0,2.0,36.0,14.0,-2.0,1.0,False,True
2024,Albury Wodonga Health Residential Care Program | Albury Wodonga Health,Albury Wodonga Health Residential Care Program,Albury Wodonga Health,BEECHWORTH,Government,VIC,Small,5.0,41.0,112.0,215.0,275.0,2.0,0.0,100.0,8.0,25.0,12.0,79.0,36.0,71.0,60.0,True,True
2024,Alchera House | Gippsland Southern Health Service,Alchera House,Gippsland Southern Health Service,KORUMBURRA,Government,VIC,Small,5.0,39.0,73.0,189.0,273.0,5.0,2.0,0.0,0.0,12.0,0.0,37.0,11.0,34.0,84.0,True,True
2024,Alcheringa | Respect Group Limited,Alcheringa,Respect Group Limited,SWAN HILL,Not for Profit,VIC,Medium,1.0,38.0,26.0,196.0,161.0,3.0,0.0,37.0,10.0,40.0,0.0,24.0,13.0,-12.0,-35.0,False,False
2024,Aldersgate Aged Care Services | Uniting Communities Incorporated,Aldersgate Aged Care Services,Uniting Communities Incorporated,FELIXSTOW,Not for Profit,SA,Large,3.0,39.0,29.0,201.0,255.0,1.0,1.0,59.0,17.0,42.0,4.0,34.0,35.0,-10.0,54.0,False,True
2024,Aldinga Beach Care Community | DPG Services Pty Ltd,Aldinga Beach Care Community,DPG Services Pty Ltd,ALDINGA BEACH,Private for Profit,SA,Large,,40.0,35.0,206.0,179.0,,,,,,,,,-5.0,-27.0,False,False
2024,Alexander Aged Care | Armenian Rest Home Association Ltd,Alexander Aged Care,Armenian Rest Home Association Ltd,BROOKVALE,Not for Profit,NSW,Small,3.0,39.0,40.0,206.0,212.0,4.0,0.0,0.0,18.0,23.0,0.0,32.0,7.0,1.0,6.0,True,True
2024,Alexander Campbell House | The Churches of Christ Property Trust,Alexander Campbell House,The Churches of Christ Property Trust,FORESTVILLE,Not for Profit,NSW,Small,3.0,40.0,49.0,203.0,190.0,5.0,0.0,0.0,6.0,34.0,3.0,28.0,0.0,9.0,-13.0,True,False
2024,Alfred Cove Care Community | DPG Services Pty Ltd,Alfred Cove Care Community,DPG Services Pty Ltd,ALFRED COVE,Private for Profit,WA,Large,2.0,39.0,40.0,200.0,174.0,3.0,0.0,18.0,12.0,34.0,1.0,21.0,8.0,1.0,-26.0,True,False
2024,Algester Lodge | The Renton Family Trust No. 1,Algester Lodge,The Renton Family Trust No. 1,ALGESTER,Private for Profit,QLD,Large,2.0,38.0,34.0,185.0,180.0,3.0,0.0,29.0,3.0,29.0,3.0,43.0,0.0,-4.0,-5.0,False,False
2024,Alice Ross-King Care Centre | Air Force Association (Western Australian Division) Incorporated,Alice Ross-King Care Centre,Air Force Association (Western Australian Division) Incorporated,BULL CREEK,Not for Profit,WA,Medium,2.0,39.0,34.0,194.0,188.0,4.0,1.0,12.0,9.0,31.0,1.0,43.0,6.0,-5.0,-6.0,False,False
2024,Alkira Gardens | The Sisters of Our Lady of China Health Care Pty Ltd,Alkira Gardens,The Sisters of Our Lady of China Health Care Pty Ltd,MIRANDA,Private for Profit,NSW,Medium,2.0,42.0,40.0,219.0,208.0,5.0,0.0,9.0,1.0,19.0,0.0,26.0,8.0,-2.0,-11.0,False,False
2024,Alkira Lodge | Bushland Health Group Limited,Alkira Lodge,Bushland Health Group Limited,TAREE,Not for Profit,NSW,Medium,2.0,37.0,27.0,187.0,189.0,3.0,0.0,36.0,16.0,26.0,0.0,26.0,0.0,-10.0,2.0,False,True
2024,All Care Aged Care The Vales | Tickled Pink Aged Care Pty Ltd,All Care Aged Care The Vales,Tickled Pink Aged Care Pty Ltd,MORPHETT VALE,Private for Profit,SA,Large,2.0,40.0,35.0,197.0,200.0,5.0,0.0,16.0,2.0,29.0,2.0,27.0,5.0,-5.0,3.0,False,True
2024,Allambee Nursing Home Kingston Centre | Monash Health,Allambee Nursing Home Kingston Centre,Monash Health,CHELTENHAM,Government,VIC,Small,5.0,41.0,72.0,225.0,263.0,3.0,0.0,74.0,6.0,21.0,0.0,34.0,43.0,31.0,38.0,True,True
2024,Allambie Heights Village Residential Aged Care Facility | Allambie Heights Village Ltd,Allambie Heights Village Residential Aged Care Facility,Allambie Heights Village Ltd,ALLAMBIE HEIGHTS,Not for Profit,NSW,Small,3.0,40.0,45.0,192.0,186.0,4.0,0.0,0.0,9.0,35.0,5.0,34.0,0.0,5.0,-6.0,True,False
2024,Allan W Lockwood Special Care Hostel | West Wimmera Health Service,Allan W Lockwood Special Care Hostel,West Wimmera Health Service,NATIMUK,Government,VIC,Small,5.0,39.0,76.0,204.0,278.0,3.0,2.0,30.0,0.0,49.0,0.0,80.0,30.0,37.0,74.0,True,True
2024,Allanvale Private Nursing Home | Carewest Group Pty Ltd,Allanvale Private Nursing Home,Carewest Group Pty Ltd,ALTONA MEADOWS,Private for Profit,VIC,Small,2.0,41.0,32.0,209.0,177.0,3.0,1.0,57.0,17.0,32.0,0.0,36.0,2.0,-9.0,-32.0,False,False
2024,Allawah Lodge | Coolamon Shire Council,Allawah Lodge,Coolamon Shire Council,COOLAMON,Government,NSW,Small,3.0,40.0,32.0,195.0,231.0,5.0,2.0,0.0,7.0,28.0,0.0,55.0,0.0,-8.0,36.0,False,True
2024,Allawah Special Care Hostel | Yarrawonga Health,Allawah Special Care Hostel,Yarrawonga Health,YARRAWONGA,Government,VIC,Small,5.0,37.0,57.0,182.0,245.0,3.0,1.0,0.0,19.0,43.0,9.0,21.0,12.0,20.0,63.0,True,True
2024,Aloaka Care Centre | Sundale Ltd,Aloaka Care Centre,Sundale Ltd,KILCOY,Not for Profit,QLD,Small,3.0,40.0,45.0,212.0,228.0,4.0,0.0,0.0,8.0,30.0,0.0,44.0,13.0,5.0,16.0,True,True
2024,Alstonville Adventist Aged Care Facility | Seventh-day Adventist Aged Care (North New South Wales) Ltd,Alstonville Adventist Aged Care Facility,Seventh-day Adventist Aged Care (North New South Wales) Ltd,ALSTONVILLE,Not for Profit,NSW,Small,2.0,38.0,34.0,194.0,165.0,3.0,1.0,27.0,8.0,25.0,2.0,54.0,15.0,-4.0,-29.0,False,False
2024,Alton Lodge | Seventh-day Adventist Aged Care (North New South Wales) Ltd,Alton Lodge,Seventh-day Adventist Aged Care (North New South Wales) Ltd,COORANBONG,Not for Profit,NSW,Small,4.0,37.0,46.0,183.0,188.0,3.0,0.0,76.0,2.0,16.0,0.0,40.0,14.0,9.0,5.0,True,True
2024,Altona Gardens Care Community | DPG Services Pty Ltd,Altona Gardens Care Community,DPG Services Pty Ltd,ALTONA NORTH,Private for Profit,VIC,Small,2.0,41.0,44.0,223.0,194.0,3.0,0.0,15.0,9.0,36.0,3.0,42.0,29.0,3.0,-29.0,True,False
2024,Alwyndor Aged Care | City of Holdfast Bay,Alwyndor Aged Care,City of Holdfast Bay,HOVE,Government,SA,Large,3.0,41.0,38.0,210.0,227.0,4.0,1.0,18.0,2.0,27.0,8.0,28.0,9.0,-3.0,17.0,False,True
2024,Amaroo Aged Care Facility | Hunter Valley Care Pty Ltd,Amaroo Aged Care Facility,Hunter Valley Care Pty Ltd,CHARLESTOWN,Private for Profit,NSW,Medium,3.0,38.0,37.0,191.0,224.0,1.0,1.0,0.0,6.0,9.0,6.0,73.0,5.0,-1.0,33.0,False,True
